seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,hgnc_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,ont,protein_id,ccdsid
chr6,HAVANA,gene,26021649,26022050,,+,0,ENSG00000278637.2,protein_coding,H4C1,2,HGNC:4781,OTTHUMG00000014419.1,,,,,,,,,,,
chr6,HAVANA,gene,26026815,26027252,,-,0,ENSG00000278705.1,protein_coding,H4C2,2,HGNC:4789,OTTHUMG00000014417.1,,,,,,,,,,,
chr6,HAVANA,gene,26031589,26032099,,-,0,ENSG00000286522.2,protein_coding,H3C2,2,HGNC:4776,OTTHUMG00000014415.1,,,,,,,,,,,
chr6,HAVANA,gene,26033092,26033618,,-,0,ENSG00000278463.2,protein_coding,H2AC4,2,HGNC:4734,OTTHUMG00000014420.1,,,,,,,,,,,
chr6,HAVANA,gene,26043227,26043713,,-,0,ENSG00000276410.4,protein_coding,H2BC3,2,HGNC:4751,OTTHUMG00000014421.1,,,,,,,,,,,
chr6,HAVANA,gene,26045384,26045869,,+,0,ENSG00000287080.2,protein_coding,H3C3,2,HGNC:4768,OTTHUMG00000014416.1,,,,,,,,,,,
chr6,HAVANA,gene,26055740,26056470,,-,0,ENSG00000187837.4,protein_coding,H1-2,2,HGNC:4716,OTTHUMG00000016140.1,,,,,,,,,,,
chr6,HAVANA,gene,26087281,26098343,,+,0,ENSG00000010704.18,protein_coding,HFE,1,HGNC:4886,OTTHUMG00000016348.1,,,,,,,,,,,
chr6,HAVANA,gene,26103933,26104337,,+,0,ENSG00000197061.5,protein_coding,H4C3,2,HGNC:4787,OTTHUMG00000014429.1,,,,,,,,,,,
chr6,HAVANA,gene,26107412,26108135,,-,0,ENSG00000187475.6,protein_coding,H1-6,2,HGNC:4720,OTTHUMG00000014430.1,,,,,,,,,,,
chr6,HAVANA,gene,26114873,26123926,,-,0,ENSG00000180596.7,protein_coding,H2BC4,2,HGNC:4757,OTTHUMG00000014425.1,,,,,,,,,,,
chr6,HAVANA,gene,26124145,26139116,,+,0,ENSG00000180573.9,protein_coding,H2AC6,2,HGNC:4733,OTTHUMG00000014428.1,,,,,,,,,,,
chr6,HAVANA,gene,26156329,26157115,,+,0,ENSG00000168298.7,protein_coding,H1-4,2,HGNC:4718,OTTHUMG00000014422.1,,,,,,,,,,,
chr6,HAVANA,gene,26158146,26171349,,+,0,ENSG00000158373.8,protein_coding,H2BC5,2,HGNC:4747,OTTHUMG00000014426.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,26172059,26184655,,+,0,ENSG00000274290.3,protein_coding,H2BC6,2,HGNC:4753,OTTHUMG00000014427.1,,,,,,,,,,,
chr6,HAVANA,gene,26188710,26189112,,-,0,ENSG00000277157.2,protein_coding,H4C4,2,HGNC:4782,OTTHUMG00000014423.1,,,,,,,,,,,
chr6,HAVANA,gene,26195595,26199293,,-,0,ENSG00000282988.2,protein_coding,AL031777.2,2,,OTTHUMG00000191594.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,26196784,26197286,,-,0,ENSG00000197409.8,protein_coding,H3C4,2,HGNC:4767,OTTHUMG00000014433.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,26198784,26199293,,-,0,ENSG00000196866.3,protein_coding,H2AC7,2,HGNC:4729,OTTHUMG00000014437.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,26199520,26200715,,+,0,ENSG00000277224.2,protein_coding,H2BC7,2,HGNC:4752,OTTHUMG00000014445.1,,,,,,,,,,,
chr6,HAVANA,gene,26204552,26206038,,+,0,ENSG00000276966.2,protein_coding,H4C5,2,HGNC:4790,OTTHUMG00000014441.1,,,,,,,,,,,
chr6,HAVANA,gene,26215159,26216692,,-,0,ENSG00000273802.2,protein_coding,H2BC8,2,HGNC:4746,OTTHUMG00000014446.1,,,,,,,,,,,
chr6,HAVANA,gene,26216975,26217483,,+,0,ENSG00000277075.2,protein_coding,H2AC8,2,HGNC:4724,OTTHUMG00000014440.1,,,,,,,,,,,
chr6,HAVANA,gene,26224199,26227473,,+,0,ENSG00000274750.2,protein_coding,H3C6,2,HGNC:4769,OTTHUMG00000014434.1,,,,,,,,,,,
chr6,HAVANA,gene,26234212,26234987,,-,0,ENSG00000124575.7,protein_coding,H1-3,2,HGNC:4717,OTTHUMG00000014432.1,,,,,,,,,,,
chr6,HAVANA,gene,26240393,26240793,,+,0,ENSG00000274618.2,protein_coding,H4C6,2,HGNC:4783,OTTHUMG00000014443.1,,,,,,,,,,,
chr6,HAVANA,gene,26246611,26246996,,-,0,ENSG00000275663.2,protein_coding,H4C7,2,HGNC:4792,OTTHUMG00000014444.1,,,,,,,,,,,
chr6,HAVANA,gene,26250142,26250635,,-,0,ENSG00000277775.2,protein_coding,H3C7,2,HGNC:4773,OTTHUMG00000014435.1,,,,,,,,,,,
chr6,HAVANA,gene,26251651,26253710,,+,0,ENSG00000275713.2,protein_coding,H2BC9,2,HGNC:4755,OTTHUMG00000014447.1,,,,,,,,,,,
chr6,HAVANA,gene,26269405,26271815,,-,0,ENSG00000273983.1,protein_coding,H3C8,2,HGNC:4772,OTTHUMG00000014436.1,,,,,,,,,,,
chr6,HAVANA,gene,26272931,26273412,,+,0,ENSG00000278588.2,protein_coding,H2BC10,2,HGNC:4756,OTTHUMG00000014448.1,,,,,,,,,,,
chr6,HAVANA,gene,26277609,26285638,,-,0,ENSG00000158406.4,protein_coding,H4C8,2,HGNC:4788,OTTHUMG00000014454.1,,,,,,,,,,,
chr6,HAVANA,gene,26365159,26378320,,+,0,ENSG00000186470.14,protein_coding,BTN3A2,2,HGNC:1139,OTTHUMG00000014450.1,,,,,,,,,,,
chr6,HAVANA,gene,26383096,26394874,,+,0,ENSG00000124508.17,protein_coding,BTN2A2,1,HGNC:1137,OTTHUMG00000014452.1,,,,,,,,,,,
chr6,HAVANA,gene,26402237,26415208,,+,0,ENSG00000026950.17,protein_coding,BTN3A1,2,HGNC:1138,OTTHUMG00000014449.1,,,,,,,,,,,
chr6,HAVANA,gene,26440472,26453415,,+,0,ENSG00000111801.16,protein_coding,BTN3A3,2,HGNC:1140,OTTHUMG00000014451.1,,,,,,,,,,,
chr6,HAVANA,gene,26457904,26476621,,+,0,ENSG00000112763.17,protein_coding,BTN2A1,1,HGNC:1136,OTTHUMG00000014457.1,,,,,,,,,,,
chr6,HAVANA,gene,26501221,26510422,,+,0,ENSG00000124557.12,protein_coding,BTN1A1,2,HGNC:1135,OTTHUMG00000016358.1,,,,,,,,,,,
chr6,HAVANA,gene,26538366,26546933,,+,0,ENSG00000182952.5,protein_coding,HMGN4,2,HGNC:4989,OTTHUMG00000014458.1,,,,,retrogene,,,,,,
chr6,HAVANA,gene,26596953,26600739,,+,0,ENSG00000146109.5,protein_coding,ABT1,2,HGNC:17369,OTTHUMG00000016319.1,,,,,,,,,,,
chr6,HAVANA,gene,26634383,26659752,,-,0,ENSG00000181315.11,protein_coding,ZNF322,2,HGNC:23640,OTTHUMG00000014460.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,27125897,27132795,,-,0,ENSG00000124635.9,protein_coding,H2BC11,2,HGNC:4761,OTTHUMG00000014470.1,,,,,,,,,,,
chr6,HAVANA,gene,27133042,27135291,,+,0,ENSG00000196787.3,protein_coding,H2AC11,2,HGNC:4737,OTTHUMG00000014469.1,,,,,,,,,,,
chr6,HAVANA,gene,27138588,27139881,,+,0,ENSG00000276180.1,protein_coding,H4C9,2,HGNC:4793,OTTHUMG00000014471.1,,,,,,,,,,,
chr6,HAVANA,gene,27146361,27146855,,-,0,ENSG00000197903.8,protein_coding,H2BC12,2,HGNC:13954,OTTHUMG00000014473.1,,,,,,,,,,,
chr6,HAVANA,gene,27147106,27147562,,+,0,ENSG00000274997.2,protein_coding,H2AC12,2,HGNC:13671,OTTHUMG00000014468.1,,,,,,,,,,,
chr6,HAVANA,gene,27247701,27256624,,+,0,ENSG00000112812.16,protein_coding,PRSS16,1,HGNC:9480,OTTHUMG00000016167.1,,,,,,,,,,,
chr6,HAVANA,gene,27285903,27312170,,-,0,ENSG00000158553.4,protein_coding,POM121L2,1,HGNC:13973,OTTHUMG00000014475.1,,,,,retrogene,,,,,,
chr6,HAVANA,gene,27374615,27403904,,+,0,ENSG00000124613.8,protein_coding,ZNF391,2,HGNC:18779,OTTHUMG00000014477.1,,,,,,,,,,,
chr6,HAVANA,gene,27450743,27473118,,-,0,ENSG00000096654.15,protein_coding,ZNF184,2,HGNC:12975,OTTHUMG00000014478.1,,,,,,,,,,,
chr6,HAVANA,gene,27807444,27807931,,-,0,ENSG00000185130.5,protein_coding,H2BC13,2,HGNC:4748,OTTHUMG00000014485.1,,,,,,,,,,,
chr6,HAVANA,gene,27808199,27808701,,+,0,ENSG00000196747.4,protein_coding,H2AC13,2,HGNC:4725,OTTHUMG00000014484.1,,,,,,,,,,,
chr6,HAVANA,gene,27810064,27811300,,+,0,ENSG00000278828.1,protein_coding,H3C10,2,HGNC:4775,OTTHUMG00000014483.1,,,,,,,,,,,
chr6,HAVANA,gene,27814302,27814777,,-,0,ENSG00000276368.2,protein_coding,H2AC14,2,HGNC:4727,OTTHUMG00000014486.1,,,,,,,,,,,
chr6,HAVANA,gene,27815022,27815489,,+,0,ENSG00000273703.2,protein_coding,H2BC14,2,HGNC:4750,OTTHUMG00000014489.1,,,,,,,,,,,
chr6,HAVANA,gene,27824092,27824480,,+,0,ENSG00000197238.5,protein_coding,H4C11,2,HGNC:4785,OTTHUMG00000014487.1,,,,,,,,,,,
chr6,HAVANA,gene,27831174,27831560,,-,0,ENSG00000273542.2,protein_coding,H4C12,2,HGNC:4784,OTTHUMG00000014488.1,,,,,,,,,,,
chr6,HAVANA,gene,27837760,27865798,,+,0,ENSG00000233822.4,protein_coding,H2BC15,2,HGNC:4749,OTTHUMG00000016397.1,,,,,,,,,,,
chr6,HAVANA,gene,27837880,27838375,,-,0,ENSG00000275221.2,protein_coding,H2AC15,2,HGNC:4726,OTTHUMG00000016382.1,,,,,,,,,,,
chr6,HAVANA,gene,27865317,27865798,,+,0,ENSG00000276903.2,protein_coding,H2AC16,2,HGNC:4730,OTTHUMG00000014492.1,,,,,,,,,,,
chr6,HAVANA,gene,27866792,27867588,,-,0,ENSG00000184357.5,protein_coding,H1-5,2,HGNC:4719,OTTHUMG00000016139.1,,,,,,,,,,,
chr6,HAVANA,gene,27871845,27872346,,-,0,ENSG00000275379.2,protein_coding,H3C11,2,HGNC:4771,OTTHUMG00000016184.1,,,,,,,,,,,
chr6,HAVANA,gene,27873148,27873534,,-,0,ENSG00000275126.2,protein_coding,H4C13,2,HGNC:4791,OTTHUMG00000016211.1,,,,,,,,,,,
chr6,HAVANA,gene,27890315,27893106,,-,0,ENSG00000197153.5,protein_coding,H3C12,1,HGNC:4774,OTTHUMG00000016185.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,27892699,27893185,,-,0,ENSG00000278677.2,protein_coding,H2AC17,2,HGNC:4735,OTTHUMG00000014494.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,27893425,27893891,,+,0,ENSG00000274641.2,protein_coding,H2BC17,2,HGNC:4758,OTTHUMG00000014493.1,,,,,,,,,,,
chr6,HAVANA,gene,27911185,27912396,,-,0,ENSG00000168131.4,protein_coding,OR2B2,2,HGNC:13966,OTTHUMG00000014495.1,,,,,,,,,,,
chr6,HAVANA,gene,27957241,27958182,,+,0,ENSG00000124657.1,protein_coding,OR2B6,2,HGNC:8241,OTTHUMG00000014497.1,,,,,,,,,,,
chr6,HAVANA,gene,28080568,28089563,,+,0,ENSG00000197279.4,protein_coding,ZNF165,2,HGNC:12953,OTTHUMG00000014505.1,,,,,,,,,,,
chr6,HAVANA,gene,28124609,28130082,,+,0,ENSG00000196812.5,protein_coding,ZSCAN16,2,HGNC:20813,OTTHUMG00000014509.1,,,,,,,,,,,
chr6,HAVANA,gene,28141883,28159460,,+,0,ENSG00000198315.11,protein_coding,ZKSCAN8,2,HGNC:12983,OTTHUMG00000014510.1,,,,,,,,,,,
chr6,HAVANA,gene,28224886,28233482,,+,0,ENSG00000137185.12,protein_coding,ZSCAN9,1,HGNC:12984,OTTHUMG00000014515.1,,,,,,,,,,,
chr6,HAVANA,gene,28241697,28252269,,-,0,ENSG00000187626.9,protein_coding,ZKSCAN4,2,HGNC:13854,OTTHUMG00000014511.1,,,,,,,,,,,
chr6,HAVANA,gene,28259297,28260958,,+,0,ENSG00000189134.4,protein_coding,NKAPL,2,HGNC:21584,OTTHUMG00000014517.1,,,,,retrogene,,,,,,
chr6,HAVANA,gene,28267010,28278224,,+,0,ENSG00000197062.11,protein_coding,ZSCAN26,2,HGNC:12978,OTTHUMG00000014519.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,28267121,28281580,,+,0,ENSG00000276302.1,protein_coding,AL021997.3,2,,OTTHUMG00000188236.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,28281572,28302549,,+,0,ENSG00000137338.5,protein_coding,PGBD1,2,HGNC:19398,OTTHUMG00000014520.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,28324693,28356271,,-,0,ENSG00000235109.7,protein_coding,ZSCAN31,1,HGNC:14097,OTTHUMG00000014518.1,,,,,,,,,,,
chr6,HAVANA,gene,28349947,28369172,,+,0,ENSG00000189298.14,protein_coding,ZKSCAN3,2,HGNC:13853,OTTHUMG00000014521.1,,,,,,,,,,,
chr6,HAVANA,gene,28378955,28399734,,-,0,ENSG00000158691.14,protein_coding,ZSCAN12,2,HGNC:13172,OTTHUMG00000014522.1,,,,,,,,,,,
chr6,HAVANA,gene,28431930,28443502,,-,0,ENSG00000187987.9,protein_coding,ZSCAN23,2,HGNC:21193,OTTHUMG00000016346.1,,,,,,,,,,,
chr6,HAVANA,gene,28503296,28528215,,-,0,ENSG00000198704.9,protein_coding,GPX6,1,HGNC:4558,OTTHUMG00000044828.1,,,,,,,,,,,
chr6,HAVANA,gene,28525881,28534955,,+,0,ENSG00000224586.7,protein_coding,GPX5,2,HGNC:4557,OTTHUMG00000016307.1,,,,,,,,,,,
chr6,HAVANA,gene,28570535,28616212,,-,0,ENSG00000232040.4,protein_coding,ZBED9,1,HGNC:13851,OTTHUMG00000016237.1,,,,,,,,,,,
chr6,HAVANA,gene,28903002,28923988,,-,0,ENSG00000204713.11,protein_coding,TRIM27,2,HGNC:9975,OTTHUMG00000031215.1,,,,,,,,,,,
chr6,HAVANA,gene,28994785,29005316,,-,0,ENSG00000197935.6,protein_coding,ZNF311,2,HGNC:13847,OTTHUMG00000031292.1,,,,,,,,,,,
chr6,HAVANA,gene,29044213,29045240,,-,0,ENSG00000204704.2,protein_coding,OR2W1,2,HGNC:8281,OTTHUMG00000031048.1,,,,,,,,,,,
chr6,HAVANA,gene,29086208,29087313,,-,0,ENSG00000204703.5,protein_coding,OR2B3,2,HGNC:8238,OTTHUMG00000031226.1,,,,,,,,,,,
chr6,HAVANA,gene,29099657,29102701,,+,0,ENSG00000204702.5,protein_coding,OR2J1,2,HGNC:8259,OTTHUMG00000031280.1,,,,,,,,,,,
chr6,HAVANA,gene,29108059,29114770,,+,0,ENSG00000204701.2,protein_coding,OR2J3,2,HGNC:8261,OTTHUMG00000031092.1,,,,,,,,,,,
chr6,HAVANA,gene,29170907,29175811,,+,0,ENSG00000204700.5,protein_coding,OR2J2,2,HGNC:8260,OTTHUMG00000031091.1,,,,,,,,,,,
chr6,HAVANA,gene,29301701,29313017,,+,0,ENSG00000204695.4,protein_coding,OR14J1,2,HGNC:13971,OTTHUMG00000031184.1,,,,,,,,,,,
chr6,HAVANA,gene,29353749,29431967,,-,0,ENSG00000243729.4,protein_coding,OR5V1,2,HGNC:13972,OTTHUMG00000031199.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,29373423,29375291,,-,0,ENSG00000112462.8,protein_coding,OR12D3,2,HGNC:13963,OTTHUMG00000031051.1,,,,,,,,,,,
chr6,HAVANA,gene,29395631,29398008,,+,0,ENSG00000280236.3,protein_coding,OR12D2,2,HGNC:8178,OTTHUMG00000031049.1,,,,,,,,,,,
chr6,HAVANA,gene,29425504,29457071,,-,0,ENSG00000204694.11,protein_coding,OR11A1,2,HGNC:8176,OTTHUMG00000031225.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,29439306,29440977,,+,0,ENSG00000206474.8,protein_coding,OR10C1,2,HGNC:8165,OTTHUMG00000031207.1,,,,,,,,,,,
chr6,HAVANA,gene,29457181,29464328,,+,0,ENSG00000204688.9,protein_coding,OR2H1,2,HGNC:8252,OTTHUMG00000031050.1,,,,,,,,,,,
chr6,HAVANA,gene,29486697,29487956,,-,0,ENSG00000204687.4,protein_coding,MAS1L,2,HGNC:13961,OTTHUMG00000031089.1,,,,,,,,,,,
chr6,HAVANA,gene,29550407,29557721,,+,0,ENSG00000237988.5,protein_coding,OR2I1P,2,HGNC:8258,OTTHUMG00000031230.1,,,,,,,,,,,
chr6,HAVANA,gene,29555515,29559732,,-,0,ENSG00000213886.4,protein_coding,UBD,2,HGNC:18795,OTTHUMG00000031289.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,29555629,29633976,,-,0,ENSG00000204681.11,protein_coding,GABBR1,2,HGNC:4070,OTTHUMG00000031095.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,29585121,29590500,,+,0,ENSG00000204657.4,protein_coding,OR2H2,2,HGNC:8253,OTTHUMG00000031052.1,,,,,,,,,,,
chr6,HAVANA,gene,29657002,29672372,,+,0,ENSG00000204655.12,protein_coding,MOG,2,HGNC:7197,OTTHUMG00000031099.1,,,,,,,,,,,
chr6,HAVANA,gene,29672392,29681110,,-,0,ENSG00000204644.9,protein_coding,ZFP57,2,HGNC:18791,OTTHUMG00000031158.1,,,,,,,,,,,
chr6,HAVANA,gene,29722775,29738528,,+,0,ENSG00000204642.14,protein_coding,HLA-F,2,HGNC:4963,OTTHUMG00000031156.1,,,,,,,,,,,
chr6,HAVANA,gene,29826967,29831125,,+,0,ENSG00000204632.11,protein_coding,HLA-G,2,HGNC:4964,OTTHUMG00000031157.1,,,,,,,,,,,
chr6,HAVANA,gene,29941260,29945884,,+,0,ENSG00000206503.13,protein_coding,HLA-A,2,HGNC:4931,OTTHUMG00000130501.1,,,,,,,,,,,
chr6,HAVANA,gene,30058899,30064909,,+,0,ENSG00000066379.15,protein_coding,ZNRD1,2,HGNC:13182,OTTHUMG00000031149.1,,,,,ncRNA_host,,,,,,
chr6,HAVANA,gene,30066709,30070333,,+,0,ENSG00000204619.8,protein_coding,PPP1R11,2,HGNC:9285,OTTHUMG00000031260.1,,,,,,,,,,,
chr6,HAVANA,gene,30070266,30075887,,-,0,ENSG00000204618.8,protein_coding,RNF39,2,HGNC:18064,OTTHUMG00000031288.1,,,,,,,,,,,
chr6,HAVANA,gene,30102897,30113090,,-,0,ENSG00000204616.11,protein_coding,TRIM31,2,HGNC:16289,OTTHUMG00000031064.1,,,,,,,,,,,
chr6,HAVANA,gene,30136124,30148735,,+,0,ENSG00000204614.9,protein_coding,TRIM40,2,HGNC:18736,OTTHUMG00000031083.1,,,,,,,,,,,
chr6,HAVANA,gene,30151943,30161211,,-,0,ENSG00000204613.11,protein_coding,TRIM10,2,HGNC:10072,OTTHUMG00000031295.1,,,,,,,,,,,
chr6,HAVANA,gene,30163206,30172693,,+,0,ENSG00000204610.13,protein_coding,TRIM15,2,HGNC:16284,OTTHUMG00000031031.1,,,,,,,,,,,
chr6,HAVANA,gene,30184455,30213427,,-,0,ENSG00000234127.9,protein_coding,TRIM26,2,HGNC:12962,OTTHUMG00000031041.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30326479,30343729,,+,0,ENSG00000204599.14,protein_coding,TRIM39,2,HGNC:10065,OTTHUMG00000031066.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30328907,30346854,,+,0,ENSG00000248167.7,protein_coding,TRIM39-RPP21,2,HGNC:38845,OTTHUMG00000161144.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30345131,30346884,,+,0,ENSG00000241370.5,protein_coding,RPP21,2,HGNC:21300,OTTHUMG00000031220.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30489509,30494194,,+,0,ENSG00000204592.9,protein_coding,HLA-E,2,HGNC:4962,OTTHUMG00000031155.1,,,,,,,,,,,
chr6,HAVANA,gene,30541377,30557174,,-,0,ENSG00000204590.12,protein_coding,GNL1,2,HGNC:4413,OTTHUMG00000031137.1,,,,,,,,,,,
chr6,HAVANA,gene,30557280,30563723,,+,0,ENSG00000204576.12,protein_coding,PRR3,2,HGNC:21149,OTTHUMG00000031037.1,,,,,,,,,,,
chr6,HAVANA,gene,30571393,30597179,,+,0,ENSG00000204574.13,protein_coding,ABCF1,1,HGNC:70,OTTHUMG00000031094.1,,,,,ncRNA_host,,,,,,
chr6,HAVANA,gene,30600413,30618612,,-,0,ENSG00000204569.10,protein_coding,PPP1R10,2,HGNC:9284,OTTHUMG00000031259.1,,,,,,,,,,,
chr6,HAVANA,gene,30617840,30626395,,+,0,ENSG00000204568.12,protein_coding,MRPS18B,2,HGNC:14516,OTTHUMG00000031268.1,,,,,,,,,,,
chr6,HAVANA,gene,30626842,30646823,,+,0,ENSG00000137343.18,protein_coding,ATAT1,2,HGNC:21186,OTTHUMG00000031219.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30647039,30653210,,+,0,ENSG00000204564.12,protein_coding,C6orf136,1,HGNC:21301,OTTHUMG00000031221.1,,,,,,,,,,,
chr6,HAVANA,gene,30653119,30673006,,-,0,ENSG00000204560.10,protein_coding,DHX16,2,HGNC:2739,OTTHUMG00000031060.1,,,,,,,,,,,
chr6,HAVANA,gene,30676389,30687895,,-,0,ENSG00000146112.12,protein_coding,PPP1R18,2,HGNC:29413,OTTHUMG00000031237.1,,,,,,,,,,,
chr6,HAVANA,gene,30688047,30691420,,-,0,ENSG00000137404.14,protein_coding,NRM,2,HGNC:8003,OTTHUMG00000031223.1,,,,,,,,,,,
chr6,HAVANA,gene,30699807,30717447,,-,0,ENSG00000137337.15,protein_coding,MDC1,2,HGNC:21163,OTTHUMG00000031075.1,,,,,,,,,,,
chr6,HAVANA,gene,30720352,30725426,,+,0,ENSG00000196230.13,protein_coding,TUBB,2,HGNC:20778,OTTHUMG00000031059.1,,,,,,,,,,,
chr6,HAVANA,gene,30727709,30742732,,-,0,ENSG00000137312.15,protein_coding,FLOT1,2,HGNC:3757,OTTHUMG00000031151.1,,,,,ncRNA_host,,,,,,
chr6,HAVANA,gene,30743199,30744548,,-,0,ENSG00000137331.12,protein_coding,IER3,2,HGNC:5392,OTTHUMG00000031265.1,,,,,,,,,,,
chr6,HAVANA,gene,30876421,30900156,,+,0,ENSG00000204580.13,protein_coding,DDR1,1,HGNC:2730,OTTHUMG00000031236.1,,,,,ncRNA_host,,,,,,
chr6,HAVANA,gene,30908207,30914106,,+,0,ENSG00000213780.11,protein_coding,GTF2H4,2,HGNC:4658,OTTHUMG00000031043.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30914205,30926459,,+,0,ENSG00000137411.18,protein_coding,VARS2,2,HGNC:21642,OTTHUMG00000195898.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,30931353,30955636,,-,0,ENSG00000196260.5,protein_coding,SFTA2,2,HGNC:18386,OTTHUMG00000031183.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr6,HAVANA,gene,30934523,30954221,,+,0,ENSG00000168631.13,protein_coding,MUCL3,2,HGNC:21666,OTTHUMG00000031104.1,,,,,,,,,,,
chr6,HAVANA,gene,30983718,30989903,,+,0,ENSG00000204544.5,protein_coding,MUC21,1,HGNC:21661,OTTHUMG00000031216.1,,,,,,,,,,,
chr6,HAVANA,gene,31010474,31035402,,+,0,ENSG00000261272.1,protein_coding,MUC22,1,HGNC:39755,OTTHUMG00000133673.1,,,,,,,,,,,
chr6,HAVANA,gene,31111223,31112575,,-,0,ENSG00000204542.3,protein_coding,C6orf15,2,HGNC:13927,OTTHUMG00000031111.1,,,,,,,,,,,
chr6,HAVANA,gene,31114750,31140092,,+,0,ENSG00000204540.11,protein_coding,PSORS1C1,1,HGNC:17202,OTTHUMG00000031077.1,,,,,,,,,,,
chr6,HAVANA,gene,31115087,31120446,,-,0,ENSG00000204539.4,protein_coding,CDSN,2,HGNC:1802,OTTHUMG00000031150.1,,,,,,,,,,,
chr6,HAVANA,gene,31137534,31139066,,-,0,ENSG00000204538.4,protein_coding,PSORS1C2,2,HGNC:17199,OTTHUMG00000031081.1,,,,,,,,,,,
chr6,HAVANA,gene,31142439,31158238,,-,0,ENSG00000204536.14,protein_coding,CCHCR1,2,HGNC:13930,OTTHUMG00000031112.1,,,,,,,,,,,
chr6,HAVANA,gene,31158547,31167159,,+,0,ENSG00000137310.12,protein_coding,TCF19,2,HGNC:11629,OTTHUMG00000031274.1,,,,,,,,,,,
chr6,HAVANA,gene,31164337,31180731,,-,0,ENSG00000204531.19,protein_coding,POU5F1,1,HGNC:9221,OTTHUMG00000031206.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,31268749,31272130,,-,0,ENSG00000204525.16,protein_coding,HLA-C,2,HGNC:4933,OTTHUMG00000031154.1,,,,,,,,,,,
chr6,HAVANA,gene,31269491,31357188,,-,0,ENSG00000234745.11,protein_coding,HLA-B,2,HGNC:4932,OTTHUMG00000031153.1,,,,,ncRNA_host,,,,,,
chr6,HAVANA,gene,31399784,31415315,,+,0,ENSG00000204520.14,protein_coding,MICA,1,HGNC:7090,OTTHUMG00000031073.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,31494881,31511124,,+,0,ENSG00000204516.10,protein_coding,MICB,2,HGNC:7091,OTTHUMG00000031074.1,,,,,,,,,,,
chr6,HAVANA,gene,31528962,31530232,,+,0,ENSG00000204511.3,protein_coding,MCCD1,2,HGNC:20668,OTTHUMG00000134292.1,,,,,,,,,,,
chr6,HAVANA,gene,31530219,31542448,,-,0,ENSG00000198563.14,protein_coding,DDX39B,2,HGNC:13917,OTTHUMG00000031165.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr6,HAVANA,gene,31530219,31546608,,-,0,ENSG00000254870.5,protein_coding,ATP6V1G2-DDX39B,2,HGNC:41999,OTTHUMG00000031200.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr6,HAVANA,gene,31544462,31548427,,-,0,ENSG00000213760.10,protein_coding,ATP6V1G2,1,HGNC:862,OTTHUMG00000166618.1,,,,,overlapping_locus,,,,,,
chr6,HAVANA,gene,31546870,31558829,,+,0,ENSG00000204498.11,protein_coding,NFKBIL1,2,HGNC:7800,OTTHUMG00000031038.1,,,,,,,,,,,
chr6,HAVANA,gene,31572054,31574324,,+,0,ENSG00000226979.8,protein_coding,LTA,2,HGNC:6709,OTTHUMG00000031135.1,,,,,,,,,,,
chr6,HAVANA,gene,31575565,31578336,,+,0,ENSG00000232810.4,protein_coding,TNF,2,HGNC:11892,OTTHUMG00000031194.1,,,,,,,,,,,
chr6,HAVANA,gene,31580525,31582522,,-,0,ENSG00000227507.3,protein_coding,LTB,2,HGNC:6711,OTTHUMG00000031136.1,,,,,,,,,,,
chr6,HAVANA,gene,31586124,31588909,,+,0,ENSG00000204482.11,protein_coding,LST1,1,HGNC:14189,OTTHUMG00000031264.1,,,,,,,,,,,
chr6,HAVANA,gene,31588895,31593006,,-,0,ENSG00000204475.10,protein_coding,NCR3,2,HGNC:19077,OTTHUMG00000031123.1,,,,,,,,,,,
